"Id","sleepday","totalsleeprecords","totalminutesasleep","totaltimeinbed","default_date","day_number","dow_number","day_of_week","part_of_week","minutes_awake"
5577150313,"2016-05-04 00:00:00",1,603,634,"2016-05-04",4,3,"Wednesday","Weekday",31
5577150313,"2016-05-11 00:00:00",1,431,476,"2016-05-11",11,3,"Wednesday","Weekday",45
6117666160,"2016-04-20 00:00:00",1,474,502,"2016-04-20",20,3,"Wednesday","Weekday",28
6117666160,"2016-04-27 00:00:00",1,542,557,"2016-04-27",27,3,"Wednesday","Weekday",15
6775888955,"2016-04-13 00:00:00",1,235,260,"2016-04-13",13,3,"Wednesday","Weekday",25
6962181067,"2016-04-13 00:00:00",3,630,679,"2016-04-13",13,3,"Wednesday","Weekday",49
6962181067,"2016-04-20 00:00:00",1,418,424,"2016-04-20",20,3,"Wednesday","Weekday",6
6962181067,"2016-04-27 00:00:00",1,455,467,"2016-04-27",27,3,"Wednesday","Weekday",12
6962181067,"2016-05-04 00:00:00",1,442,455,"2016-05-04",4,3,"Wednesday","Weekday",13
6962181067,"2016-05-11 00:00:00",1,452,480,"2016-05-11",11,3,"Wednesday","Weekday",28
7086361926,"2016-04-13 00:00:00",1,451,465,"2016-04-13",13,3,"Wednesday","Weekday",14
7086361926,"2016-04-20 00:00:00",1,492,502,"2016-04-20",20,3,"Wednesday","Weekday",10
7086361926,"2016-04-27 00:00:00",1,469,479,"2016-04-27",27,3,"Wednesday","Weekday",10
7086361926,"2016-05-04 00:00:00",1,420,436,"2016-05-04",4,3,"Wednesday","Weekday",16
7086361926,"2016-05-11 00:00:00",1,451,463,"2016-05-11",11,3,"Wednesday","Weekday",12
8053475328,"2016-04-20 00:00:00",1,486,493,"2016-04-20",20,3,"Wednesday","Weekday",7
8378563200,"2016-04-13 00:00:00",2,447,487,"2016-04-13",13,3,"Wednesday","Weekday",40
8378563200,"2016-04-20 00:00:00",1,381,409,"2016-04-20",20,3,"Wednesday","Weekday",28
8378563200,"2016-04-27 00:00:00",1,531,600,"2016-04-27",27,3,"Wednesday","Weekday",69
8378563200,"2016-05-04 00:00:00",1,441,477,"2016-05-04",4,3,"Wednesday","Weekday",36
8378563200,"2016-05-11 00:00:00",1,368,387,"2016-05-11",11,3,"Wednesday","Weekday",19
8792009665,"2016-04-13 00:00:00",1,531,552,"2016-04-13",13,3,"Wednesday","Weekday",21
8792009665,"2016-04-20 00:00:00",1,528,547,"2016-04-20",20,3,"Wednesday","Weekday",19
8792009665,"2016-04-27 00:00:00",1,423,428,"2016-04-27",27,3,"Wednesday","Weekday",5
8378563200,"2016-04-28 00:00:00",1,506,556,"2016-04-28",28,4,"Thursday","Weekday",50
5553957443,"2016-04-28 00:00:00",1,421,457,"2016-04-28",28,4,"Thursday","Weekday",36
6962181067,"2016-05-05 00:00:00",1,467,491,"2016-05-05",5,4,"Thursday","Weekday",24
4445114986,"2016-05-12 00:00:00",1,483,501,"2016-05-12",12,4,"Thursday","Weekday",18
4388161847,"2016-04-21 00:00:00",1,442,458,"2016-04-21",21,4,"Thursday","Weekday",16
3977333714,"2016-05-05 00:00:00",1,318,480,"2016-05-05",5,4,"Thursday","Weekday",162
2347167796,"2016-04-21 00:00:00",1,460,484,"2016-04-21",21,4,"Thursday","Weekday",24
6962181067,"2016-04-21 00:00:00",1,451,457,"2016-04-21",21,4,"Thursday","Weekday",6
5553957443,"2016-05-05 00:00:00",1,419,464,"2016-05-05",5,4,"Thursday","Weekday",45
2026352035,"2016-04-28 00:00:00",1,513,545,"2016-04-28",28,4,"Thursday","Weekday",32
4558609924,"2016-04-21 00:00:00",1,126,137,"2016-04-21",21,4,"Thursday","Weekday",11
2026352035,"2016-04-14 00:00:00",1,545,568,"2016-04-14",14,4,"Thursday","Weekday",23
4319703577,"2016-04-21 00:00:00",1,59,65,"2016-04-21",21,4,"Thursday","Weekday",6
1927972279,"2016-04-28 00:00:00",1,166,178,"2016-04-28",28,4,"Thursday","Weekday",12
1503960366,"2016-04-21 00:00:00",1,325,364,"2016-04-21",21,4,"Thursday","Weekday",39
5553957443,"2016-05-12 00:00:00",1,438,475,"2016-05-12",12,4,"Thursday","Weekday",37
2347167796,"2016-04-14 00:00:00",1,445,489,"2016-04-14",14,4,"Thursday","Weekday",44
6962181067,"2016-05-12 00:00:00",1,516,535,"2016-05-12",12,4,"Thursday","Weekday",19
5577150313,"2016-04-14 00:00:00",1,477,497,"2016-04-14",14,4,"Thursday","Weekday",20
4702921684,"2016-04-28 00:00:00",1,442,461,"2016-04-28",28,4,"Thursday","Weekday",19
4388161847,"2016-05-05 00:00:00",1,471,495,"2016-05-05",5,4,"Thursday","Weekday",24
4319703577,"2016-05-12 00:00:00",1,302,321,"2016-05-12",12,4,"Thursday","Weekday",19
4445114986,"2016-04-14 00:00:00",1,441,492,"2016-04-14",14,4,"Thursday","Weekday",51
2026352035,"2016-05-12 00:00:00",1,456,485,"2016-05-12",12,4,"Thursday","Weekday",29
8792009665,"2016-04-28 00:00:00",1,402,416,"2016-04-28",28,4,"Thursday","Weekday",14
5577150313,"2016-04-21 00:00:00",1,414,437,"2016-04-21",21,4,"Thursday","Weekday",23
4319703577,"2016-04-14 00:00:00",1,535,557,"2016-04-14",14,4,"Thursday","Weekday",22
4020332650,"2016-05-05 00:00:00",1,226,248,"2016-05-05",5,4,"Thursday","Weekday",22
1503960366,"2016-05-05 00:00:00",1,247,264,"2016-05-05",5,4,"Thursday","Weekday",17
4702921684,"2016-05-05 00:00:00",1,414,428,"2016-05-05",5,4,"Thursday","Weekday",14
3977333714,"2016-04-28 00:00:00",1,261,423,"2016-04-28",28,4,"Thursday","Weekday",162
1503960366,"2016-04-28 00:00:00",1,366,393,"2016-04-28",28,4,"Thursday","Weekday",27
5577150313,"2016-04-28 00:00:00",1,361,372,"2016-04-28",28,4,"Thursday","Weekday",11
7086361926,"2016-04-21 00:00:00",1,390,411,"2016-04-21",21,4,"Thursday","Weekday",21
4445114986,"2016-05-05 00:00:00",2,462,513,"2016-05-05",5,4,"Thursday","Weekday",51
4319703577,"2016-04-28 00:00:00",1,497,522,"2016-04-28",28,4,"Thursday","Weekday",25
2026352035,"2016-04-21 00:00:00",1,477,514,"2016-04-21",21,4,"Thursday","Weekday",37
2026352035,"2016-05-05 00:00:00",1,468,485,"2016-05-05",5,4,"Thursday","Weekday",17
4702921684,"2016-04-14 00:00:00",1,384,415,"2016-04-14",14,4,"Thursday","Weekday",31
5577150313,"2016-05-05 00:00:00",1,74,78,"2016-05-05",5,4,"Thursday","Weekday",4
4445114986,"2016-04-28 00:00:00",1,419,442,"2016-04-28",28,4,"Thursday","Weekday",23
8378563200,"2016-05-05 00:00:00",1,381,417,"2016-05-05",5,4,"Thursday","Weekday",36
8792009665,"2016-04-14 00:00:00",1,486,503,"2016-04-14",14,4,"Thursday","Weekday",17
7086361926,"2016-05-12 00:00:00",1,444,457,"2016-05-12",12,4,"Thursday","Weekday",13
4388161847,"2016-04-28 00:00:00",1,428,458,"2016-04-28",28,4,"Thursday","Weekday",30
4702921684,"2016-05-12 00:00:00",1,404,442,"2016-05-12",12,4,"Thursday","Weekday",38
3977333714,"2016-04-14 00:00:00",1,291,397,"2016-04-14",14,4,"Thursday","Weekday",106
6117666160,"2016-04-21 00:00:00",1,508,550,"2016-04-21",21,4,"Thursday","Weekday",42
4445114986,"2016-04-21 00:00:00",1,436,469,"2016-04-21",21,4,"Thursday","Weekday",33
5553957443,"2016-04-14 00:00:00",1,357,418,"2016-04-14",14,4,"Thursday","Weekday",61
7086361926,"2016-04-28 00:00:00",1,354,367,"2016-04-28",28,4,"Thursday","Weekday",13
4388161847,"2016-05-05 00:00:00",1,471,495,"2016-05-05",5,4,"Thursday","Weekday",24
6117666160,"2016-04-28 00:00:00",1,393,416,"2016-04-28",28,4,"Thursday","Weekday",23
6962181067,"2016-04-28 00:00:00",1,440,453,"2016-04-28",28,4,"Thursday","Weekday",13
8378563200,"2016-04-14 00:00:00",1,424,455,"2016-04-14",14,4,"Thursday","Weekday",31
6117666160,"2016-05-05 00:00:00",1,392,415,"2016-05-05",5,4,"Thursday","Weekday",23
6775888955,"2016-04-14 00:00:00",1,423,441,"2016-04-14",14,4,"Thursday","Weekday",18
2347167796,"2016-04-28 00:00:00",1,408,450,"2016-04-28",28,4,"Thursday","Weekday",42
4702921684,"2016-04-21 00:00:00",1,425,434,"2016-04-21",21,4,"Thursday","Weekday",9
5553957443,"2016-04-21 00:00:00",1,399,431,"2016-04-21",21,4,"Thursday","Weekday",32
7086361926,"2016-04-14 00:00:00",1,472,476,"2016-04-14",14,4,"Thursday","Weekday",4
3977333714,"2016-04-21 00:00:00",1,332,512,"2016-04-21",21,4,"Thursday","Weekday",180
6962181067,"2016-04-14 00:00:00",2,508,535,"2016-04-14",14,4,"Thursday","Weekday",27
8378563200,"2016-05-12 00:00:00",1,496,546,"2016-05-12",12,4,"Thursday","Weekday",50
8378563200,"2016-04-21 00:00:00",1,396,417,"2016-04-21",21,4,"Thursday","Weekday",21
6117666160,"2016-05-06 00:00:00",2,658,698,"2016-05-06",6,5,"Friday","Weekday",40
7086361926,"2016-05-06 00:00:00",1,322,333,"2016-05-06",6,5,"Friday","Weekday",11
6775888955,"2016-04-15 00:00:00",1,391,406,"2016-04-15",15,5,"Friday","Weekday",15
8792009665,"2016-04-15 00:00:00",1,363,377,"2016-04-15",15,5,"Friday","Weekday",14
1844505072,"2016-04-15 00:00:00",1,644,961,"2016-04-15",15,5,"Friday","Weekday",317
6962181067,"2016-04-15 00:00:00",1,370,386,"2016-04-15",15,5,"Friday","Weekday",16
3977333714,"2016-05-06 00:00:00",1,323,512,"2016-05-06",6,5,"Friday","Weekday",189
7086361926,"2016-04-22 00:00:00",1,428,448,"2016-04-22",22,5,"Friday","Weekday",20
2026352035,"2016-04-22 00:00:00",1,520,545,"2016-04-22",22,5,"Friday","Weekday",25
6962181067,"2016-04-22 00:00:00",1,425,435,"2016-04-22",22,5,"Friday","Weekday",10
7086361926,"2016-04-15 00:00:00",1,377,386,"2016-04-15",15,5,"Friday","Weekday",9
6962181067,"2016-04-29 00:00:00",1,433,447,"2016-04-29",29,5,"Friday","Weekday",14
3977333714,"2016-04-22 00:00:00",1,355,476,"2016-04-22",22,5,"Friday","Weekday",121
2026352035,"2016-04-15 00:00:00",1,523,573,"2016-04-15",15,5,"Friday","Weekday",50
6962181067,"2016-05-06 00:00:00",1,443,462,"2016-05-06",6,5,"Friday","Weekday",19
8378563200,"2016-04-15 00:00:00",1,513,533,"2016-04-15",15,5,"Friday","Weekday",20
1927972279,"2016-04-15 00:00:00",2,475,499,"2016-04-15",15,5,"Friday","Weekday",24
4702921684,"2016-04-29 00:00:00",1,433,447,"2016-04-29",29,5,"Friday","Weekday",14
4702921684,"2016-05-06 00:00:00",1,404,449,"2016-05-06",6,5,"Friday","Weekday",45
4445114986,"2016-05-06 00:00:00",2,374,402,"2016-05-06",6,5,"Friday","Weekday",28
3977333714,"2016-04-15 00:00:00",1,424,556,"2016-04-15",15,5,"Friday","Weekday",132
5553957443,"2016-04-15 00:00:00",1,377,409,"2016-04-15",15,5,"Friday","Weekday",32
4445114986,"2016-04-15 00:00:00",2,337,379,"2016-04-15",15,5,"Friday","Weekday",42
2347167796,"2016-04-29 00:00:00",1,411,473,"2016-04-29",29,5,"Friday","Weekday",62
8792009665,"2016-04-29 00:00:00",1,398,406,"2016-04-29",29,5,"Friday","Weekday",8
5553957443,"2016-04-22 00:00:00",1,322,353,"2016-04-22",22,5,"Friday","Weekday",31
4445114986,"2016-04-29 00:00:00",1,106,108,"2016-04-29",29,5,"Friday","Weekday",2
4319703577,"2016-04-15 00:00:00",1,465,491,"2016-04-15",15,5,"Friday","Weekday",26
4388161847,"2016-04-22 00:00:00",1,82,85,"2016-04-22",22,5,"Friday","Weekday",3
5553957443,"2016-04-29 00:00:00",1,450,495,"2016-04-29",29,5,"Friday","Weekday",45
2347167796,"2016-04-22 00:00:00",1,405,461,"2016-04-22",22,5,"Friday","Weekday",56
8378563200,"2016-04-29 00:00:00",1,527,562,"2016-04-29",29,5,"Friday","Weekday",35
5553957443,"2016-05-06 00:00:00",1,400,434,"2016-05-06",6,5,"Friday","Weekday",34
